"nomAlgo","heuristique","nomFichier","numInstance","score","tempsChemin","tempsCalcul","nbSommetsGraphe","nbSommetsParcourus"
"A*",euclidienne,./src/resources/graphes/g/gAlea49.g,0,0.037,91.154,50.240,2401,1658
"Dijsktra",aucune,./src/resources/graphes/g/gAlea50.g,0,0.030,74.569,42.578,2500,1937
"A*",Manhattan,./src/resources/graphes/g/gAlea50.g,0,0.587,76.569,11.265,2500,104
"A*",euclidienne,./src/resources/graphes/g/gAlea50.g,0,0.099,74.569,33.212,2500,596
"Dijsktra",aucune,./src/resources/graphes/g/gAlea51.g,0,0.029,74.569,49.799,2601,2024
"A*",Manhattan,./src/resources/graphes/g/gAlea51.g,0,0.843,75.397,7.167,2601,70
"A*",euclidienne,./src/resources/graphes/g/gAlea51.g,0,0.156,74.569,15.723,2601,377
"Dijsktra",aucune,./src/resources/graphes/g/gAlea52.g,0,0.030,577.326,45.728,2704,2128
"A*",Manhattan,./src/resources/graphes/g/gAlea52.g,0,0.877,577.326,5.035,2704,73
"A*",euclidienne,./src/resources/graphes/g/gAlea52.g,0,0.102,577.326,27.187,2704,627
"Dijsktra",aucune,./src/resources/graphes/g/gAlea53.g,0,0.029,79.397,50.288,2809,2210
"A*",Manhattan,./src/resources/graphes/g/gAlea53.g,0,0.791,81.497,10.355,2809,86
"A*",euclidienne,./src/resources/graphes/g/gAlea53.g,0,0.107,79.397,29.079,2809,587
"Dijsktra",aucune,./src/resources/graphes/g/gAlea54.g,0,0.028,90.054,52.130,2916,2274
"A*",Manhattan,./src/resources/graphes/g/gAlea54.g,0,0.651,93.569,7.111,2916,106
"A*",euclidienne,./src/resources/graphes/g/gAlea54.g,0,0.100,90.054,29.660,2916,632
"Dijsktra",aucune,./src/resources/graphes/g/gAlea55.g,0,0.022,590.569,83.243,3025,3019
"A*",Manhattan,./src/resources/graphes/g/gAlea55.g,0,0.029,591.740,76.628,3025,2396
"A*",euclidienne,./src/resources/graphes/g/gAlea55.g,0,0.026,590.569,94.128,3025,2602
"Dijsktra",aucune,./src/resources/graphes/g/gAlea56.g,0,0.022,584.983,97.772,3136,3126
"A*",Manhattan,./src/resources/graphes/g/gAlea56.g,0,0.030,591.569,108.442,3136,2558
"A*",euclidienne,./src/resources/graphes/g/gAlea56.g,0,0.025,584.983,104.894,3136,2774
"Dijsktra",aucune,./src/resources/graphes/g/gAlea57.g,0,0.027,605.731,75.048,3249,2586
"A*",Manhattan,./src/resources/graphes/g/gAlea57.g,0,0.052,607.146,62.773,3249,1336
"A*",euclidienne,./src/resources/graphes/g/gAlea57.g,0,0.030,605.731,107.524,3249,2272
"Dijsktra",aucune,./src/resources/graphes/g/gAlea58.g,0,0.026,100.296,109.839,3364,2744
"A*",Manhattan,./src/resources/graphes/g/gAlea58.g,0,0.109,102.882,40.769,3364,686
"A*",euclidienne,./src/resources/graphes/g/gAlea58.g,0,0.035,100.296,104.669,3364,2032
"Dijsktra",aucune,./src/resources/graphes/g/gAlea59.g,0,0.028,611.640,100.023,3481,2731
"A*",Manhattan,./src/resources/graphes/g/gAlea59.g,0,0.529,615.154,12.481,3481,155
"A*",euclidienne,./src/resources/graphes/g/gAlea59.g,0,0.082,611.640,52.615,3481,922
"Dijsktra",aucune,./src/resources/graphes/g/gAlea60.g,0,0.024,586.296,89.694,3600,2837
"A*",Manhattan,./src/resources/graphes/g/gAlea60.g,0,0.814,588.296,10.962,3600,86
"A*",euclidienne,./src/resources/graphes/g/gAlea60.g,0,0.115,586.296,37.776,3600,589
"Dijsktra",aucune,./src/resources/graphes/g/gAlea61.g,0,0.025,94.125,92.285,3721,2957
"A*",Manhattan,./src/resources/graphes/g/gAlea61.g,0,0.565,96.468,11.662,3721,138
"A*",euclidienne,./src/resources/graphes/g/gAlea61.g,0,0.063,94.125,76.348,3721,1168
"Dijsktra",aucune,./src/resources/graphes/g/gAlea62.g,0,0.026,594.054,100.412,3844,3014
"A*",Manhattan,./src/resources/graphes/g/gAlea62.g,0,0.525,601.225,12.465,3844,162
"A*",euclidienne,./src/resources/graphes/g/gAlea62.g,0,0.082,594.054,60.203,3844,936
"Dijsktra",aucune,./src/resources/graphes/g/gAlea63.g,0,0.025,106.882,106.284,3969,3142
"A*",Manhattan,./src/resources/graphes/g/gAlea63.g,0,0.555,108.882,12.064,3969,146
"A*",euclidienne,./src/resources/graphes/g/gAlea63.g,0,0.069,106.882,75.636,3969,1139
"Dijsktra",aucune,./src/resources/graphes/g/gAlea64.g,0,0.021,1098.811,130.968,4096,4094
"A*",Manhattan,./src/resources/graphes/g/gAlea64.g,0,0.026,1101.054,170.945,4096,3285
"A*",euclidienne,./src/resources/graphes/g/gAlea64.g,0,0.023,1098.811,167.203,4096,3654
"Dijsktra",aucune,./src/resources/graphes/g/gAlea65.g,0,0.025,115.882,112.978,4225,3321
"A*",Manhattan,./src/resources/graphes/g/gAlea65.g,0,0.594,117.054,18.308,4225,143
"A*",euclidienne,./src/resources/graphes/g/gAlea65.g,0,0.069,115.882,73.931,4225,1209
"Dijsktra",aucune,./src/resources/graphes/g/gAlea66.g,0,0.019,610.711,167.362,4356,4343
"A*",Manhattan,./src/resources/graphes/g/gAlea66.g,0,0.024,611.882,254.200,4356,3434
"A*",euclidienne,./src/resources/graphes/g/gAlea66.g,0,0.022,610.711,194.859,4356,3710
"Dijsktra",aucune,./src/resources/graphes/g/gAlea67.g,0,0.022,615.953,129.770,4489,3532
"A*",Manhattan,./src/resources/graphes/g/gAlea67.g,0,0.098,617.125,62.050,4489,816
"A*",euclidienne,./src/resources/graphes/g/gAlea67.g,0,0.029,615.953,161.704,4489,2682
"Dijsktra",aucune,./src/resources/graphes/g/gAlea68.g,0,0.023,159.459,139.143,4624,3735
"A*",Manhattan,./src/resources/graphes/g/gAlea68.g,0,0.027,163.803,208.474,4624,3404
"A*",euclidienne,./src/resources/graphes/g/gAlea68.g,0,0.024,159.459,191.402,4624,3619
"Dijsktra",aucune,./src/resources/graphes/g/gAlea69.g,0,0.017,601.368,163.457,4761,4758
"A*",Manhattan,./src/resources/graphes/g/gAlea69.g,0,0.023,606.296,204.095,4761,3780
"A*",euclidienne,./src/resources/graphes/g/gAlea69.g,0,0.020,601.368,200.942,4761,4046
"Dijsktra",aucune,./src/resources/graphes/g/gAlea70.g,0,0.021,116.095,144.286,4900,3896
"A*",Manhattan,./src/resources/graphes/g/gAlea70.g,0,0.274,117.711,29.657,4900,321
"A*",euclidienne,./src/resources/graphes/g/gAlea70.g,0,0.033,116.095,191.891,4900,2506
"Dijsktra",aucune,./src/resources/graphes/g/gAlea71.g,0,0.022,621.953,146.811,5041,3961
"A*",Manhattan,./src/resources/graphes/g/gAlea71.g,0,0.141,625.610,54.746,5041,637
"A*",euclidienne,./src/resources/graphes/g/gAlea71.g,0,0.030,621.953,191.750,5041,2969
"Dijsktra",aucune,./src/resources/graphes/g/gAlea72.g,0,0.022,110.368,157.564,5184,4084
"A*",Manhattan,./src/resources/graphes/g/gAlea72.g,0,0.836,112.953,17.602,5184,110
"A*",euclidienne,./src/resources/graphes/g/gAlea72.g,0,0.068,110.368,106.414,5184,1305
"Dijsktra",aucune,./src/resources/graphes/g/gAlea73.g,0,0.023,164.631,170.079,5329,4224
"A*",Manhattan,./src/resources/graphes/g/gAlea73.g,0,0.563,167.459,20.826,5329,174
"A*",euclidienne,./src/resources/graphes/g/gAlea73.g,0,0.062,164.631,126.364,5329,1554
"Dijsktra",aucune,./src/resources/graphes/g/gAlea74.g,0,0.021,131.539,209.199,5476,4393
"A*",Manhattan,./src/resources/graphes/g/gAlea74.g,0,0.077,135.539,115.045,5476,1266
"A*",euclidienne,./src/resources/graphes/g/gAlea74.g,0,0.026,131.539,247.534,5476,3584
"Dijsktra",aucune,./src/resources/graphes/g/gAlea75.g,0,0.016,611.024,207.686,5625,5621
"A*",Manhattan,./src/resources/graphes/g/gAlea75.g,0,0.020,613.024,282.066,5625,4521
"A*",euclidienne,./src/resources/graphes/g/gAlea75.g,0,0.018,611.024,300.318,5625,4871
"Dijsktra",aucune,./src/resources/graphes/g/gAlea76.g,0,0.020,642.439,190.795,5776,4607
"A*",Manhattan,./src/resources/graphes/g/gAlea76.g,0,0.043,643.610,181.135,5776,2164
"A*",euclidienne,./src/resources/graphes/g/gAlea76.g,0,0.023,642.439,317.658,5776,4079
"Dijsktra",aucune,./src/resources/graphes/g/gAlea77.g,0,0.019,143.439,199.667,5929,4734
"A*",Manhattan,./src/resources/graphes/g/gAlea77.g,0,0.153,149.782,66.258,5929,647
"A*",euclidienne,./src/resources/graphes/g/gAlea77.g,0,0.030,143.439,245.525,5929,3032
"Dijsktra",aucune,./src/resources/graphes/g/gAlea78.g,0,0.020,150.610,206.238,6084,4915
"A*",Manhattan,./src/resources/graphes/g/gAlea78.g,0,0.076,156.953,154.759,6084,1362
"A*",euclidienne,./src/resources/graphes/g/gAlea78.g,0,0.026,150.610,283.249,6084,3731
"Dijsktra",aucune,./src/resources/graphes/g/gAlea79.g,0,0.021,123.196,315.709,6241,4919
"A*",Manhattan,./src/resources/graphes/g/gAlea79.g,0,0.647,125.439,20.045,6241,156
"A*",euclidienne,./src/resources/graphes/g/gAlea79.g,0,0.058,123.196,202.060,6241,1745
"Dijsktra",aucune,./src/resources/graphes/g/gAlea80.g,0,0.015,666.510,337.535,6400,6395
"A*",Manhattan,./src/resources/graphes/g/gAlea80.g,0,0.017,672.267,474.222,6400,6051
"A*",euclidienne,./src/resources/graphes/g/gAlea80.g,0,0.016,666.510,474.198,6400,6286
"Dijsktra",aucune,./src/resources/graphes/g/gAlea81.g,0,0.015,1139.853,354.451,6561,6558
"A*",Manhattan,./src/resources/graphes/g/gAlea81.g,0,0.019,1148.782,505.153,6561,5799
"A*",euclidienne,./src/resources/graphes/g/gAlea81.g,0,0.016,1139.853,486.562,6561,6312
"Dijsktra",aucune,./src/resources/graphes/g/gAlea82.g,0,0.020,146.267,312.513,6724,5367
"A*",Manhattan,./src/resources/graphes/g/gAlea82.g,0,0.432,150.610,34.824,6724,264
"A*",euclidienne,./src/resources/graphes/g/gAlea82.g,0,0.041,146.267,279.483,6724,2665
"Dijsktra",aucune,./src/resources/graphes/g/gAlea83.g,0,0.020,146.267,347.608,6889,5532
"A*",Manhattan,./src/resources/graphes/g/gAlea83.g,0,0.188,148.853,79.965,6889,590
"A*",euclidienne,./src/resources/graphes/g/gAlea83.g,0,0.025,146.267,399.995,6889,4260
"Dijsktra",aucune,./src/resources/graphes/g/gAlea84.g,0,0.018,152.602,358.655,7056,5672
"A*",Manhattan,./src/resources/graphes/g/gAlea84.g,0,0.065,155.187,187.518,7056,1628
"A*",euclidienne,./src/resources/graphes/g/gAlea84.g,0,0.021,152.602,446.135,7056,4795
"Dijsktra",aucune,./src/resources/graphes/g/gAlea85.g,0,0.014,1126.752,430.825,7225,7218
"A*",Manhattan,./src/resources/graphes/g/gAlea85.g,0,0.018,1129.581,540.877,7225,5837
"A*",euclidienne,./src/resources/graphes/g/gAlea85.g,0,0.016,1126.752,697.724,7225,6235
"Dijsktra",aucune,./src/resources/graphes/g/gAlea86.g,0,0.018,130.510,415.899,7396,5943
"A*",Manhattan,./src/resources/graphes/g/gAlea86.g,0,0.671,141.095,32.421,7396,173
"A*",euclidienne,./src/resources/graphes/g/gAlea86.g,0,0.064,130.510,215.194,7396,1629
"Dijsktra",aucune,./src/resources/graphes/g/gAlea87.g,0,0.018,155.238,395.590,7569,6053
"A*",Manhattan,./src/resources/graphes/g/gAlea87.g,0,0.055,159.924,247.423,7569,2040
"A*",euclidienne,./src/resources/graphes/g/gAlea87.g,0,0.021,155.238,503.465,7569,5055
"Dijsktra",aucune,./src/resources/graphes/g/gAlea88.g,0,0.018,648.924,434.499,7744,6210
"A*",Manhattan,./src/resources/graphes/g/gAlea88.g,0,0.130,652.338,111.032,7744,843
"A*",euclidienne,./src/resources/graphes/g/gAlea88.g,0,0.025,648.924,485.738,7744,4474
"Dijsktra",aucune,./src/resources/graphes/g/gAlea89.g,0,0.014,679.673,472.620,7921,7919
"A*",Manhattan,./src/resources/graphes/g/gAlea89.g,0,0.015,683.087,654.375,7921,7423
"A*",euclidienne,./src/resources/graphes/g/gAlea89.g,0,0.014,679.673,708.047,7921,7809
"Dijsktra",aucune,./src/resources/graphes/g/gAlea90.g,0,0.016,133.238,432.017,8100,6376
"A*",Manhattan,./src/resources/graphes/g/gAlea90.g,0,0.839,133.238,19.219,8100,124
"A*",euclidienne,./src/resources/graphes/g/gAlea90.g,0,0.079,133.238,170.409,8100,1315
"Dijsktra",aucune,./src/resources/graphes/g/gAlea91.g,0,0.014,1180.773,504.580,8281,8275
"A*",Manhattan,./src/resources/graphes/g/gAlea91.g,0,0.015,1184.187,710.874,8281,8072
"A*",euclidienne,./src/resources/graphes/g/gAlea91.g,0,0.014,1180.773,726.827,8281,8227
"Dijsktra",aucune,./src/resources/graphes/g/gAlea92.g,0,0.016,138.652,449.895,8464,6710
"A*",Manhattan,./src/resources/graphes/g/gAlea92.g,0,0.852,139.480,20.855,8464,128
"A*",euclidienne,./src/resources/graphes/g/gAlea92.g,0,0.066,138.652,238.801,8464,1656
"Dijsktra",aucune,./src/resources/graphes/g/gAlea93.g,0,0.016,168.652,489.947,8649,6914
"A*",Manhattan,./src/resources/graphes/g/gAlea93.g,0,0.044,173.823,366.547,8649,2634
"A*",euclidienne,./src/resources/graphes/g/gAlea93.g,0,0.019,168.652,677.377,8649,5904
"Dijsktra",aucune,./src/resources/graphes/g/gAlea94.g,0,0.013,641.309,639.988,8836,8834
"A*",Manhattan,./src/resources/graphes/g/gAlea94.g,0,0.016,643.066,744.290,8836,7095
"A*",euclidienne,./src/resources/graphes/g/gAlea94.g,0,0.015,641.309,817.426,8836,7581
"Dijsktra",aucune,./src/resources/graphes/g/gAlea95.g,0,0.016,144.409,534.384,9025,7211
"A*",Manhattan,./src/resources/graphes/g/gAlea95.g,0,0.687,150.995,32.438,9025,179
"A*",euclidienne,./src/resources/graphes/g/gAlea95.g,0,0.064,144.409,295.157,9025,1817
"Dijsktra",aucune,./src/resources/graphes/g/gAlea96.g,0,0.016,643.894,512.115,9216,7310
"A*",Manhattan,./src/resources/graphes/g/gAlea96.g,0,0.797,646.823,40.014,9216,148
"A*",euclidienne,./src/resources/graphes/g/gAlea96.g,0,0.059,643.894,301.362,9216,1920
"Dijsktra",aucune,./src/resources/graphes/g/gAlea97.g,0,0.016,692.309,584.190,9409,7554
"A*",Manhattan,./src/resources/graphes/g/gAlea97.g,0,0.021,696.167,736.176,9409,5882
"A*",euclidienne,./src/resources/graphes/g/gAlea97.g,0,0.016,692.309,830.765,9409,7240
"Dijsktra",aucune,./src/resources/graphes/g/gAlea98.g,0,0.016,649.066,558.441,9604,7570
"A*",Manhattan,./src/resources/graphes/g/gAlea98.g,0,0.646,654.238,39.094,9604,195
"A*",euclidienne,./src/resources/graphes/g/gAlea98.g,0,0.055,649.066,360.962,9604,2179
"Dijsktra",aucune,./src/resources/graphes/g/gAlea99.g,0,0.016,154.309,597.314,9801,7802
"A*",Manhattan,./src/resources/graphes/g/gAlea99.g,0,0.514,160.309,141.676,9801,251
"A*",euclidienne,./src/resources/graphes/g/gAlea99.g,0,0.043,154.309,520.972,9801,2844
