"nomAlgo","heuristique","nomFichier","numInstance","score","tempsChemin","tempsCalcul","nbSommetsGraphe","nbSommetsParcourus"
"A*",euclidienne,./src/resources/graphes/g2/g2Alea91.g2,0,-1.000,Infinity,8167.971,8281,1035
"A*",Ayutthaya,./src/resources/graphes/g2/g2Alea91.g2,0,-1.000,Infinity,490.837,8281,755
"A*",Manhattan,./src/resources/graphes/g2/g2Alea92.g2,0,0.223,38.000,235.622,8464,175
"A*",euclidienne,./src/resources/graphes/g2/g2Alea92.g2,0,0.157,38.000,445.408,8464,248
"A*",Ayutthaya,./src/resources/graphes/g2/g2Alea92.g2,0,0.398,38.000,90.200,8464,98
"A*",Manhattan,./src/resources/graphes/g2/g2Alea93.g2,0,0.121,59.000,1319.978,8649,494
"A*",euclidienne,./src/resources/graphes/g2/g2Alea93.g2,0,0.079,59.000,3149.086,8649,762
"A*",Ayutthaya,./src/resources/graphes/g2/g2Alea93.g2,0,0.105,59.000,1994.444,8649,574
"A*",Manhattan,./src/resources/graphes/g2/g2Alea94.g2,0,-1.000,Infinity,139.807,8836,109
"A*",euclidienne,./src/resources/graphes/g2/g2Alea94.g2,0,-1.000,Infinity,54.542,8836,86
"A*",Ayutthaya,./src/resources/graphes/g2/g2Alea94.g2,0,-1.000,Infinity,109.807,8836,87
"A*",Manhattan,./src/resources/graphes/g2/g2Alea95.g2,0,-1.000,Infinity,4458.166,9025,709
"A*",euclidienne,./src/resources/graphes/g2/g2Alea95.g2,0,-1.000,Infinity,3324.643,9025,720
"A*",Ayutthaya,./src/resources/graphes/g2/g2Alea95.g2,0,-1.000,Infinity,1644.211,9025,710
"A*",Manhattan,./src/resources/graphes/g2/g2Alea96.g2,0,0.148,42.000,510.806,9216,291
"A*",euclidienne,./src/resources/graphes/g2/g2Alea96.g2,0,0.111,42.000,890.789,9216,386
"A*",Ayutthaya,./src/resources/graphes/g2/g2Alea96.g2,0,0.178,42.000,318.211,9216,241
"A*",Manhattan,./src/resources/graphes/g2/g2Alea97.g2,0,0.183,36.000,337.311,9409,202
"A*",euclidienne,./src/resources/graphes/g2/g2Alea97.g2,0,0.143,36.000,504.015,9409,258
"A*",Ayutthaya,./src/resources/graphes/g2/g2Alea97.g2,0,0.252,36.000,270.738,9409,147
"A*",Manhattan,./src/resources/graphes/g2/g2Alea98.g2,0,-1.000,Infinity,1581.822,9604,450
"A*",euclidienne,./src/resources/graphes/g2/g2Alea98.g2,0,-1.000,Infinity,3891.668,9604,698
"A*",Ayutthaya,./src/resources/graphes/g2/g2Alea98.g2,0,-1.000,Infinity,550.115,9604,430
"A*",Manhattan,./src/resources/graphes/g2/g2Alea99.g2,0,-1.000,Infinity,3611.659,9801,877
"A*",euclidienne,./src/resources/graphes/g2/g2Alea99.g2,0,-1.000,Infinity,4639.511,9801,1033
"A*",Ayutthaya,./src/resources/graphes/g2/g2Alea99.g2,0,-1.000,Infinity,1529.488,9801,858
